Kampus_PT;Nomor urut;Jenis Kelamin;Umur;Fakultas;Prodi;Tingkat Semester;Uang Saku;jumlah mobil;jumlah motor;jumlah sepeda;kendaraan utama;jenis tempat tinggal;jarak;biaya sepekan;Jumlah Perjalanan Senin;Jumlah Perjalanan Selasa;Jumlah Perjalanan Rabu;Jumlah Perjalanan Kamis;Jumlah Perjalanan Jumat;Jumlah Perjalanan Sabtu;Jumlah Perjalanan Ahad
UNILA;374;Laki-laki;21;FakultasEkonomidanbisnis;EkonomiPembangunan;Semester 5-6;< 1 Jt;0;3;0;Sepeda motor pribadi;Rumah saudara;4,7;35;2;3;3;0;4;2;0
UINRIL;73;Perempuan;20;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 3-4;1 - 2 Jt;0;1;1;Sepeda motor pribadi;Kos sendiri;2,45;32;3;3;2;0;3;0;0
UINRIL;99;Laki-laki;23;Ushuluddin dan Studi Agama;Aqidah dan Filsafat Islam;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;2,1;32;2;0;2;0;2;1;1
UINRIL;157;Perempuan;21;Syariah;Hukum Tata Negara;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,4;32;2;3;3;0;2;0;2
UINRIL;233;Laki-laki;21;Syariah;Hukum Ekonomi;Semester 5-6;< 1 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;1,13;32;0;0;2;2;2;2;2
UINRIL;245;Perempuan;21;Tarbiyah dan Keguruan;Manajemen Pendidikan Islam;Semester 7-8;< 1 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;8,09;32;0;0;3;1;0;0;0
UINRIL;267;Perempuan;22;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,24;32;0;0;2;2;4;0;0
UINRIL;278;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 5-6;1 - 2 Jt;0;1;1;Sepeda motor pribadi;Rumah mengontrak bersama;1,38;32;3;2;3;3;2;0;2
UINRIL;17;Perempuan;19;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 1-2;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,95;30;2;2;2;2;2;0;0
UINRIL;46;Perempuan;19;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 3-4;< 1 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;10,66;30;2;2;0;2;0;2;0
UINRIL;47;Perempuan;21;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,15;30;4;4;2;2;2;2;2
UINRIL;55;Perempuan;20;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 3-4;1 - 2 Jt;1;3;0;Layanan online;Rumah pribadi;3,38;30;2;2;3;0;2;0;0
UINRIL;57;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,5;30;6;6;6;6;6;6;6
UINRIL;58;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 5-6;1 - 2 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;1,46;30;4;2;2;2;2;0;0
UINRIL;102;Perempuan;24;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,57;30;2;2;3;2;2;0;0
UINRIL;103;Perempuan;22;Ushuluddin dan Studi Agama;Studi Agama-Agama;Semester 7-8;< 1 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;4,95;30;2;2;2;2;2;0;0
UINRIL;106;Perempuan;21;Ushuluddin dan Studi Agama;Tasawuf dan Psikoterapi;Semester 7-8;< 1 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;3,17;30;2;2;2;2;0;2;0
UINRIL;116;Laki-laki;22;Tarbiyah dan Keguruan;Biologi;Semester 7-8;1 - 2 Jt;1;1;0;Sepeda motor pribadi;Kos sendiri;1,84;30;2;3;2;2;3;3;0
UINRIL;120;Laki-laki;25;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;0,91;30;0;3;0;0;2;0;2
UINRIL;137;Perempuan;21;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 5-6;1 - 2 Jt;0;3;1;Sepeda motor pribadi;Rumah pribadi;0,97;30;2;3;2;2;2;2;2
UINRIL;142;Laki-laki;22;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;9,36;30;3;2;2;2;2;2;2
UINRIL;160;Laki-laki;21;Tarbiyah dan Keguruan;Sistem Informasi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,13;30;0;3;0;2;3;2;0
UINRIL;164;Laki-laki;22;Syariah;Hukum Keluarga;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;1,76;30;3;3;3;3;3;2;2
UINRIL;165;Perempuan;21;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 7-8;1 - 2 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;3,03;30;0;3;0;3;2;2;2
UINRIL;169;Laki-laki;22;Dakwah dan Ilmu Komunikasi;Pengembangan Masyarakat Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,12;30;3;2;3;0;2;0;2
UBL;13;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;0;0;0;Berjalan kaki;Rumah mengontrak pribadi;2,778746676;30;0;1;1;1;1;1;1
UBL;14;Perempuan;22;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 7-8;1 - 2 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;12,7777211;30;4;4;4;4;4;1;1
UBL;27;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;2,50789878;30;5;5;5;5;5;3;3
UBL;54;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 5-6;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,201040238;30;2;2;2;2;2;1;1
UBL;57;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;5,441067808;30;0;3;1;3;1;1;1
UBL;60;Perempuan;22;Fakultas Teknik;Arsitektur;Semester 7-8;3,1 - 4 Jt;1;0;0;Mobil pribadi;Kos bersama-sama;1,311269222;30;0;5;1;1;2;2;1
UBL;78;Perempuan;22;Fakultas Ilmu Komputer;Sistem Informasi;Semester 7-8;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;3,735501627;30;0;1;3;3;1;1;1
UBL;82;Laki-laki;23;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Inggris;Semester 5-6;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,201040238;30;2;4;1;1;2;2;1
UBL;85;Laki-laki;23;Fakultas Ilmu Komputer;Sistem Informasi;Semester 7-8;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;1,311269222;30;4;1;1;1;1;2;1
UBL;88;Laki-laki;20;Fakultas Teknik;Teknik Mesin;Semester 5-6;1 - 2 Jt;0;1;0;Layanan online;Rumah pribadi;5,442073889;30;0;1;1;2;1;1;1
UBL;97;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;0;1;0;Layanan online;Rumah mengontrak bersama;1,311269222;30;3;1;1;2;1;1;1
UBL;101;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 1-2;2,1 - 3 Jt;0;1;0;Berjalan kaki;Kos sendiri;1,119503077;30;5;5;4;7;5;4;4
UBL;105;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,146537741;30;0;5;1;2;1;4;1
UBL;107;Perempuan;22;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;3,49180794;30;2;1;1;3;1;5;1
UBL;110;Laki-laki;19;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,255963698;30;5;3;4;4;4;2;2
UBL;112;Laki-laki;19;Fakultas Ilmu Sosial dan Politik;Administrasi Bisnis;Semester 3-4;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,305694563;30;4;2;3;2;4;3;1
UBL;113;Perempuan;18;Fakultas Ilmu Komputer;Sistem Informasi;Semester 1-2;2,1 - 3 Jt;0;0;0;Layanan online;Kos sendiri;4,774000085;30;2;3;4;4;4;1;3
UBL;114;Laki-laki;21;Fakultas Teknik;Teknik Mesin;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;3,245569841;30;0;4;1;2;2;2;1
UBL;116;Perempuan;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Inggris;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;13,65606412;30;4;1;1;1;5;1;1
UBL;268;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;< 1 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;1,993916898;30;4;4;1;1;3;1;1
UBL;269;Perempuan;22;Fakultas Ilmu Komputer;Informatika;Semester 7-8;1 - 2 Jt;1;1;1;Mobil pribadi;Rumah pribadi;1,690773079;30;4;2;3;2;2;3;2
UBL;271;Laki-laki;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;< 1 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;4,208207301;30;2;2;3;1;4;1;1
UBL;272;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,131168906;30;4;1;3;1;1;2;1
UBL;291;Perempuan;18;Fakultas Ilmu Sosial dan Politik;Administrasi Bisnis;Semester 1-2;2,1 - 3 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;3,025538433;30;0;1;2;2;3;1;1
UBL;361;Laki-laki;18;Fakultas Hukum;Ilmu Hukum;Semester 1-2;2,1 - 3 Jt;0;2;1;Berjalan kaki;Kos bersama-sama;0,140859753;30;0;2;4;2;2;3;1
UBL;368;Perempuan;22;Fakultas Ilmu Komputer;Informatika;Semester 7-8;1 - 2 Jt;2;3;2;Sepeda motor pribadi;Rumah pribadi;2,148414624;30;2;1;3;4;2;3;2
UNILA;10;Laki-laki;21;Fakultas Pertanian;Sumberdaya Akuatik;Semester 7-8;1 - 2 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;5,4;30;2;2;2;2;2;2;0
UNILA;14;Laki-laki;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Geografi;Semester 7-8;1 - 2 Jt;1;5;2;Sepeda motor pribadi;Rumah pribadi;4,6;30;4;5;2;4;3;2;0
UNILA;15;Laki-laki;23;Fakultas Teknik;Teknik Arsiktektur;Semester 7-8;< 1 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;4,1;30;4;3;3;3;3;3;3
UNILA;18;Perempuan;19;Fakultas Hukum;Ilmu Hukum;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,3;30;2;2;2;2;2;2;2
UNILA;20;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 3-4;< 1 Jt;0;0;0;Berjalan kaki;Rumah mengontrak bersama;0,4;30;2;2;2;2;2;2;0
UNILA;48;Perempuan;22;FakultasEkonomidanbisnis;Akuntansi;Semester 5-6;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;3,3;30;2;2;2;2;2;0;0
UNILA;62;Laki-laki;21;Fakultas MIPA;Biologi Terapan;Semester 7-8;< 1 Jt;0;3;0;Sepeda motor pribadi;Rumah pribadi;1,8;30;4;4;0;0;2;0;0
UNILA;86;Laki-laki;19;Fakultas Pertanian;Ilmu Tanah;Semester 1-2;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1;30;4;4;4;4;4;0;0
UNILA;87;Laki-laki;18;Fakultas Pertanian;Proteksi Tanaman;Semester 1-2;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1;30;2;2;0;2;4;0;0
UNILA;88;Perempuan;22;Fakultas Pertanian;Penyuluhan Pertanian;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1;30;5;4;0;0;5;0;2
UNILA;89;Laki-laki;21;Fakultas Pertanian;Agronomi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1;30;5;3;0;2;5;2;0
UNILA;97;Laki-laki;19;Fakultas Ilmu Sosial dan Ilmu Politik;Hubungan Internasional;Semester 1-2;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1;30;2;2;3;2;2;0;2
UNILA;103;Perempuan;18;Fakultas Teknik;Teknik Informatika;Semester 1-2;1 - 2 Jt;1;2;2;Sepeda motor pribadi;Rumah pribadi;5,2;30;0;2;2;2;2;0;0
UNILA;109;Laki-laki;22;Fakultas Teknik;Teknik Sipil;Semester 7-8;1 - 2 Jt;0;3;0;Sepeda motor pribadi;Rumah pribadi;6,2;30;4;4;0;0;3;2;2
UNILA;112;Laki-laki;22;Fakultas MIPA;Biologi;Semester 7-8;1 - 2 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;4,1;30;5;0;5;0;4;2;0
UNILA;135;Perempuan;20;Fakultas MIPA;Fisika;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,8;30;4;4;4;4;4;0;0
UNILA;136;Perempuan;19;Fakultas Kedokteran;Farmasi;Semester 3-4;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,8;30;4;4;4;4;4;0;0
UNILA;161;Laki-laki;21;Fakultas Pertanian;Agronomi;Semester 3-4;< 1 Jt;0;3;0;Sepeda motor pribadi;Rumah pribadi;3,6;30;3;3;4;2;2;2;0
UNILA;168;Perempuan;19;Fakultas Pertanian;Ilmu Kelautan;Semester 1-2;3,1 - 4 Jt;0;4;0;Sepeda motor pribadi;Rumah pribadi;3,8;30;0;0;2;2;0;4;0
UNILA;169;Perempuan;21;Fakultas Ilmu Sosial dan Ilmu Politik;Ilmu Administrasi Bisnis;Semester 3-4;> 4 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1;30;2;2;2;2;3;2;0
UNILA;178;Perempuan;19;Fakultas Pertanian;Ilmu Tanah;Semester 1-2;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;3,4;30;0;2;3;0;2;0;0
UNILA;226;Perempuan;22;Fakultas MIPA;Matematika;Semester 7-8;3,1 - 4 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;3,2;30;2;0;0;3;0;3;0
UNILA;264;Perempuan;19;Fakultas MIPA;Biologi;Semester 1-2;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2;30;2;2;0;2;3;0;0
UNILA;266;Laki-laki;22;FakultasEkonomidanbisnis;EkonomiPembangunan;Semester 7-8;1 - 2 Jt;0;3;0;Sepeda motor pribadi;Rumah saudara;5,2;30;2;2;0;2;2;0;0
UNILA;331;Perempuan;19;Fakultas Teknik;Teknik Sipil;Semester 1-2;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;0,4;30;2;0;2;2;2;4;0
UNILA;355;Perempuan;20;Fakultas Teknik;Teknik Kimia;Semester 1-2;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,6;30;4;3;0;2;2;2;0
UNILA;359;Perempuan;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,6;30;2;2;3;2;0;4;3
UINRIL;368;Perempuan;21;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,55;28;3;4;4;4;2;2;0
UINRIL;374;Perempuan;22;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,14;28;2;0;3;0;2;2;0
UINRIL;383;Perempuan;19;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;1,27;28;2;2;2;0;2;0;0
UINRIL;26;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Anak Usia Dini;Semester 7-8;1 - 2 Jt;1;3;1;Sepeda motor pribadi;Rumah pribadi;8,56;25;2;2;0;2;2;2;0
UINRIL;32;Laki-laki;21;Syariah;Hukum Keluarga;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,27;25;2;2;2;2;2;2;0
UINRIL;43;Perempuan;20;Ushuluddin dan Studi Agama;Ilmu Alquran dan Tafsir;Semester 1-2;< 1 Jt;1;2;2;Sepeda motor pribadi;Rumah saudara;7,83;25;0;3;0;2;0;0;2
UINRIL;45;Laki-laki;20;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,05;25;4;4;0;3;2;0;0
UINRIL;76;Laki-laki;20;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;5,47;25;3;3;3;0;3;0;2
UINRIL;81;Perempuan;22;Syariah;Hukum Tata Negara;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;7,13;25;3;2;3;3;0;0;0
UINRIL;92;Laki-laki;21;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,07;25;2;2;2;0;2;2;0
UINRIL;174;Perempuan;18;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;5,83;25;5;2;2;3;2;0;2
UINRIL;175;Laki-laki;21;Ushuluddin dan Studi Agama;Tasawuf dan Psikoterapi;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,13;25;0;0;0;2;2;0;2
UINRIL;180;Perempuan;22;Tarbiyah dan Keguruan;Pendidikan Anak Usia Dini;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,56;25;2;0;3;3;0;0;2
UINRIL;188;Laki-laki;21;Ushuluddin dan Studi Agama;Ilmu Alquran dan Tafsir;Semester 7-8;1 - 2 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;0,87;25;3;0;3;0;2;2;2
UINRIL;193;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,29;25;2;0;2;0;2;2;0
UINRIL;196;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;< 1 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;1,75;25;0;2;2;0;0;2;2
UINRIL;198;Perempuan;22;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;< 1 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;2,13;25;2;2;2;2;2;2;0
UINRIL;209;Perempuan;21;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;1,5;25;3;2;2;0;0;0;1
UINRIL;216;Perempuan;22;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,38;25;3;3;3;2;2;2;0
UINRIL;220;Perempuan;20;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;3;1;Sepeda motor pribadi;Rumah pribadi;5,79;25;0;2;3;0;5;0;2
UINRIL;221;Laki-laki;20;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,66;25;4;0;4;2;2;2;0
UINRIL;223;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;5,6;25;2;2;2;2;2;0;0
UINRIL;224;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,27;25;4;2;2;2;4;4;0
UINRIL;251;Perempuan;21;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 5-6;< 1 Jt;0;1;1;Sepeda motor pribadi;Kos sendiri;3,32;25;3;2;4;2;5;4;0
UINRIL;258;Perempuan;21;Dakwah dan Ilmu Komunikasi;Pengembangan Masyarakat Islam;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,42;25;2;2;2;0;2;0;2
UINRIL;265;Perempuan;21;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,84;25;2;2;0;2;2;0;3
UINRIL;266;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,6;25;2;3;4;0;0;0;0
UINRIL;275;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,19;25;5;5;5;5;2;2;2
UINRIL;295;Laki-laki;22;Tarbiyah dan Keguruan;Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,93;25;2;4;2;0;3;0;2
UINRIL;306;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Agama Islam;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;0,96;25;2;2;4;2;2;0;2
UINRIL;325;Perempuan;21;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,29;25;4;4;2;2;2;0;0
UINRIL;327;Perempuan;20;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 3-4;< 1 Jt;0;0;0;Layanan online;Kos sendiri;2,27;25;2;4;4;2;0;0;0
UINRIL;330;Perempuan;19;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,02;25;4;2;2;4;4;3;2
UINRIL;341;Laki-laki;21;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,35;25;4;4;4;4;3;3;0
UINRIL;347;Laki-laki;21;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 5-6;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,84;25;3;4;2;0;4;0;3
UINRIL;348;Perempuan;22;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;1,48;25;0;2;2;2;0;2;0
UINRIL;359;Perempuan;19;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 1-2;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,44;25;4;2;2;3;2;0;2
UINRIL;366;Laki-laki;22;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;4,66;25;3;0;2;0;2;2;0
UBL;1;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 7-8;< 1 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;4,223796708;25;2;3;2;3;2;2;2
UBL;59;Laki-laki;18;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 1-2;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,311269222;25;5;3;1;4;4;1;3
UBL;65;Perempuan;21;Fakultas Teknik;Arsitektur;Semester 7-8;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,894188544;25;0;1;1;5;1;1;1
UBL;69;Laki-laki;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,311269222;25;0;1;2;1;1;2;1
UBL;115;Perempuan;21;Fakultas Ilmu Komputer;Informatika;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,146537741;25;0;1;3;2;1;2;1
UBL;120;Perempuan;21;Fakultas Teknik;Arsitektur;Semester 7-8;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,311269222;25;0;1;2;2;1;1;2
UBL;131;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,66043282;25;2;4;1;3;4;1;1
UBL;163;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;0;0;0;Berjalan kaki;Kos sendiri;0,421196876;25;4;4;2;1;2;1;1
UBL;362;Perempuan;18;Fakultas Ilmu Komputer;Informatika;Semester 1-2;2,1 - 3 Jt;1;2;1;Berjalan kaki;Kos sendiri;0,421196876;25;2;2;2;1;2;1;1
UNILA;4;Laki-laki;21;Fakultas Pertanian;Agribisnis;Semester 7-8;< 1 Jt;1;3;3;Sepeda motor pribadi;Rumah pribadi;3,8;25;3;3;3;3;3;2;2
UNILA;5;Laki-laki;21;Fakultas Pertanian;Agribisnis;Semester 7-8;< 1 Jt;1;3;3;Sepeda motor pribadi;Rumah pribadi;3,8;25;3;3;3;3;3;2;2
UNILA;6;Laki-laki;21;Fakultas Pertanian;Agribisnis;Semester 7-8;< 1 Jt;1;3;3;Sepeda motor pribadi;Rumah pribadi;3,8;25;3;3;3;3;3;2;2
UNILA;17;Perempuan;20;FakultasEkonomidanbisnis;Akuntansi;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,3;25;2;2;2;2;2;0;0
UNILA;41;Perempuan;21;Fakultas MIPA;Ilmu Komputer;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,8;25;0;4;2;8;2;3;2
